"_parent_id","value","_id"
"737ec911-dcff-47b4-88d0-325cab39f541","@{partner_name=AngelList; homepage_url=http://google.com; link_1_url=https://angel.co/just-us-2-dunrs-roxy?utm_source=crunchbase&utm_medium=link&utm_content=profile&utm_term=google&utm_campaign=crunchbase; link_2_url=; link_3_url=; link_1_name=AngelList Page; link_2_name=; link_3_name=}","e7238629-637b-4ca2-b9a9-b2357c9a9651"
